issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort
AZ4INX7XUdMD1-xUqsEK,lib/sqlalchemy/sql/cache_key.py,cache_key.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,492,8min
AZ4INX7_UdMD1-xUqsGE,lib/sqlalchemy/sql/coercions.py,coercions.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 63 to the 15 allowed.,314,53min
AZ4INX7_UdMD1-xUqsGK,lib/sqlalchemy/sql/coercions.py,coercions.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,846,9min
AZ4INX8kUdMD1-xUqsG_,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",888,5min
AZ4INX8kUdMD1-xUqsHC,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 36 to the 15 allowed.,1340,26min
AZ4INX8kUdMD1-xUqsHE,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 62 to the 15 allowed.,1820,52min
AZ4INX8kUdMD1-xUqsHF,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 46 to the 15 allowed.,2000,36min
AZ4INX8kUdMD1-xUqsHG,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,2215,12min
AZ4INX8kUdMD1-xUqsHH,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,2354,6min
AZ4INX8kUdMD1-xUqsG5,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""Can't resolve label reference for ORDER BY / "" 3 times.",2435,6min
AZ4INX8kUdMD1-xUqsHL,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,2574,11min
AZ4INX8kUdMD1-xUqsHa,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,2932,7min
AZ4INX8kUdMD1-xUqsHm,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,3206,9min
AZ4INX8kUdMD1-xUqsG9,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""VALUES "" 3 times.",3218,6min
AZ4INX8kUdMD1-xUqsHn,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,3280,6min
AZ4INX8kUdMD1-xUqsHv,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 50 to the 15 allowed.,3639,40min
AZ4INX8kUdMD1-xUqsH0,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,3914,10min
AZ4INX8kUdMD1-xUqsH4,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 67 to the 15 allowed.,3989,57min
AZ4INX8kUdMD1-xUqsH8,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.,4203,24min
AZ4INX8kUdMD1-xUqsIA,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.,4428,24min
AZ4INX8kUdMD1-xUqsIM,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,4653,18min
AZ4INX8kUdMD1-xUqsIO,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,4922,11min
AZ4INX8kUdMD1-xUqsIQ,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,5027,8min
AZ4INX8kUdMD1-xUqsIY,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 71 to the 15 allowed.,5395,1h1min
AZ4INX8kUdMD1-xUqsIa,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 99 to the 15 allowed.,5742,1h29min
AZ4INX8kUdMD1-xUqsG7,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""List[crud._CrudParamElementStr]"" 3 times.",5971,6min
AZ4INX8kUdMD1-xUqsIf,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 37 to the 15 allowed.,6140,27min
AZ4INX8kUdMD1-xUqsIi,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 36 to the 15 allowed.,6302,26min
AZ4INX8kUdMD1-xUqsG6,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""IF NOT EXISTS "" 4 times.",6608,8min
AZ4INX8kUdMD1-xUqsG4,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""IF EXISTS "" 5 times.",6614,10min
AZ4INX8kUdMD1-xUqsG8,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""CONSTRAINT %s "" 5 times.",6956,10min
AZ4INX8kUdMD1-xUqsJI,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_uuid"" to prevent any misunderstanding/clash with method ""visit_UUID"" defined on line 7180",7195,10min
AZ4INX8kUdMD1-xUqsJJ,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_boolean"" to prevent any misunderstanding/clash with method ""visit_BOOLEAN"" defined on line 7192",7204,10min
AZ4INX8kUdMD1-xUqsJK,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_time"" to prevent any misunderstanding/clash with method ""visit_TIME"" defined on line 7146",7207,10min
AZ4INX8kUdMD1-xUqsJL,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_datetime"" to prevent any misunderstanding/clash with method ""visit_DATETIME"" defined on line 7140",7210,10min
AZ4INX8kUdMD1-xUqsJM,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_date"" to prevent any misunderstanding/clash with method ""visit_DATE"" defined on line 7143",7213,10min
AZ4INX8kUdMD1-xUqsJN,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_integer"" to prevent any misunderstanding/clash with method ""visit_INTEGER"" defined on line 7128",7222,10min
AZ4INX8kUdMD1-xUqsJO,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_real"" to prevent any misunderstanding/clash with method ""visit_REAL"" defined on line 7103",7225,10min
AZ4INX8kUdMD1-xUqsJP,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_float"" to prevent any misunderstanding/clash with method ""visit_FLOAT"" defined on line 7094",7228,10min
AZ4INX8kUdMD1-xUqsJQ,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_double"" to prevent any misunderstanding/clash with method ""visit_DOUBLE"" defined on line 7097",7231,10min
AZ4INX8kUdMD1-xUqsJR,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_numeric"" to prevent any misunderstanding/clash with method ""visit_NUMERIC"" defined on line 7106",7234,10min
AZ4INX8kUdMD1-xUqsJS,lib/sqlalchemy/sql/compiler.py,compiler.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_text"" to prevent any misunderstanding/clash with method ""visit_TEXT"" defined on line 7177",7243,10min
AZ4INX82UdMD1-xUqsJj,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,114,18min
AZ4INX82UdMD1-xUqsJm,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,468,10min
AZ4INX82UdMD1-xUqsJp,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 45 to the 15 allowed.,591,35min
AZ4INX82UdMD1-xUqsJ0,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 42 to the 15 allowed.,817,32min
AZ4INX82UdMD1-xUqsJ2,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,1070,6min
AZ4INX82UdMD1-xUqsJ4,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,1166,8min
AZ4INX82UdMD1-xUqsJ6,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,1345,17min
AZ4INX82UdMD1-xUqsJ9,lib/sqlalchemy/sql/crud.py,crud.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,1513,17min
AZ4INX8-UdMD1-xUqsKA,lib/sqlalchemy/sql/ddl.py,ddl.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,928,17min
AZ4INX8-UdMD1-xUqsKB,lib/sqlalchemy/sql/ddl.py,ddl.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,1011,6min
AZ4INX8-UdMD1-xUqsKD,lib/sqlalchemy/sql/ddl.py,ddl.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 39 to the 15 allowed.,1262,29min
AZ4INX8xUdMD1-xUqsJh,lib/sqlalchemy/sql/default_comparator.py,default_comparator.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,51,6min
AZ4INX9FUdMD1-xUqsKE,lib/sqlalchemy/sql/dml.py,dml.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,1001,11min
AZ4INX9TUdMD1-xUqsKQ,lib/sqlalchemy/sql/elements.py,elements.py,python:S935,HIGH,RELIABILITY,BUG,Return a value of type `int` in this method. Consider explicitly raising a TypeError if this class is not meant to support this method.,877,5min
AZ4INX9TUdMD1-xUqsKR,lib/sqlalchemy/sql/elements.py,elements.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.,1951,23min
AZ4INX9TUdMD1-xUqsKW,lib/sqlalchemy/sql/elements.py,elements.py,python:S5655,HIGH,MAINTAINABILITY,CODE_SMELL,"Change this argument; Function ""_construct_raw"" expects a different type",3084,20min
AZ4INX9TUdMD1-xUqsKX,lib/sqlalchemy/sql/elements.py,elements.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,4225,10min
AZ4INX9TUdMD1-xUqsKY,lib/sqlalchemy/sql/elements.py,elements.py,python:S5727,HIGH,MAINTAINABILITY,CODE_SMELL,Remove this identity check; it will always be True.,4320,10min
AZ4INX9TUdMD1-xUqsKb,lib/sqlalchemy/sql/elements.py,elements.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,4972,17min
AZ4INX7TUdMD1-xUqsEB,lib/sqlalchemy/sql/events.py,events.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,75,30min
AZ4INX75UdMD1-xUqsFq,lib/sqlalchemy/sql/lambdas.py,lambdas.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.,220,22min
AZ4INX75UdMD1-xUqsF5,lib/sqlalchemy/sql/lambdas.py,lambdas.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.,972,22min
AZ4INX8PUdMD1-xUqsGh,lib/sqlalchemy/sql/naming.py,naming.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,100,21min
AZ4INX86UdMD1-xUqsJ_,lib/sqlalchemy/sql/operators.py,operators.py,python:S935,HIGH,RELIABILITY,BUG,Return a value of type `int` in this method. Consider explicitly raising a TypeError if this class is not meant to support this method.,570,5min
AZ4INX7qUdMD1-xUqsE6,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,430,8min
AZ4INX7qUdMD1-xUqsE9,lib/sqlalchemy/sql/schema.py,schema.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",1001,5min
AZ4INX7qUdMD1-xUqsE-,lib/sqlalchemy/sql/schema.py,schema.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",1004,5min
AZ4INX7qUdMD1-xUqsE_,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 63 to the 15 allowed.,1012,53min
AZ4INX7qUdMD1-xUqsFA,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,1329,14min
AZ4INX7qUdMD1-xUqsFC,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 41 to the 15 allowed.,1501,31min
AZ4INX7qUdMD1-xUqsFa,lib/sqlalchemy/sql/schema.py,schema.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,1887,30min
AZ4INX7qUdMD1-xUqsFE,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 42 to the 15 allowed.,2300,32min
AZ4INX7qUdMD1-xUqsFJ,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.,2520,33min
AZ4INX7qUdMD1-xUqsFN,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,2948,8min
AZ4INX7qUdMD1-xUqsFR,lib/sqlalchemy/sql/schema.py,schema.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",3500,5min
AZ4INX7qUdMD1-xUqsFT,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,4230,10min
AZ4INX7qUdMD1-xUqsFX,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,5019,20min
AZ4INX7qUdMD1-xUqsFZ,lib/sqlalchemy/sql/schema.py,schema.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,5663,11min
AZ4INX70UdMD1-xUqsFd,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 46 to the 15 allowed.,1418,36min
AZ4INX70UdMD1-xUqsFe,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,1540,8min
AZ4INX70UdMD1-xUqsFf,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S2638,HIGH,MAINTAINABILITY,CODE_SMELL,Change this method signature to accept the same arguments as the method it overrides.,1793,15min
AZ4INX70UdMD1-xUqsFg,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S2638,HIGH,MAINTAINABILITY,CODE_SMELL,Change this method signature to accept the same arguments as the method it overrides.,2087,15min
AZ4INX70UdMD1-xUqsFh,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 78 to the 15 allowed.,2251,1h8min
AZ4INX70UdMD1-xUqsFi,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",2883,5min
AZ4INX70UdMD1-xUqsFj,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",3042,5min
AZ4INX70UdMD1-xUqsFk,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",3045,5min
AZ4INX70UdMD1-xUqsFn,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,4609,11min
AZ4INX70UdMD1-xUqsFo,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,4840,7min
AZ4INX70UdMD1-xUqsFb,lib/sqlalchemy/sql/selectable.py,selectable.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""Select[Any]"" 3 times.",6599,6min
AZ4INX8VUdMD1-xUqsGo,lib/sqlalchemy/sql/sqltypes.py,sqltypes.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,3640,11min
AZ4INX7NUdMD1-xUqsD3,lib/sqlalchemy/sql/traversals.py,traversals.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 39 to the 15 allowed.,482,29min
AZ4INX7NUdMD1-xUqsD4,lib/sqlalchemy/sql/traversals.py,traversals.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",646,5min
AZ4INX7NUdMD1-xUqsD9,lib/sqlalchemy/sql/traversals.py,traversals.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,904,8min
AZ4INX7NUdMD1-xUqsD-,lib/sqlalchemy/sql/traversals.py,traversals.py,python:S3516,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this method to not always return the same value.,927,2min
AZ4INX8bUdMD1-xUqsGp,lib/sqlalchemy/sql/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,159,8min
AZ4INX8bUdMD1-xUqsGq,lib/sqlalchemy/sql/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,203,9min
